node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node045,2,0,2,3,0,3,4,0.00046,False
Node045,5,0,5,0,0,0,5,0.0,False
Node045,3,0,3,2,1,1,5,0.0,False
Node045,0,0,0,5,3,2,3,0.02205,False
Node045,0,0,0,5,0,5,5,0.0,False
Node045,3,0,3,2,0,2,4,0.00083,False
Node045,5,0,5,0,0,0,3,0.0,False
Node045,2,0,2,3,3,0,4,0.00044,False
Node045,0,0,0,5,0,5,4,0.00041,False
Node045,1,0,1,4,0,4,5,0.00043,False
Node045,5,0,5,0,0,0,5,0.0,False
Node045,4,0,4,1,1,0,4,0.00043,False
Node045,0,0,0,5,4,1,4,0.027,False
Node045,0,0,0,5,0,5,3,0.00043,False
Node045,4,0,4,1,0,1,5,0.00043,False
Node045,5,0,5,0,0,0,3,0.0,False
Node045,1,0,1,4,4,0,3,0.00043,False
Node045,0,0,0,5,3,2,4,0.02451,False
Node045,1,0,1,4,0,4,4,0.00043,False
Node045,5,0,5,0,0,0,4,0.0,False
Node045,4,0,4,1,1,0,5,0.0,False
